ID,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Fees,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Score1,Score2,Utility,Bad
A293,95,350,251,306,0,20,20,50,92,0,6,7,0,377.1118089,743,0.874485714,0
A294,96,250,223,250,0,25,25,35,52,0,6,4,0,485.7264717,754,0.99968,0
A295,83,300,332,244,0,20,20,100,0,0,6,5,0,378.7899084,701,0.812366667,0
A296,83,250,252,248,0,20,20,50,36,0,6,4,0,770.7933451,,0.99044,0
A297,95,"1,125","1,086","1,119",0,34,34,76,85,0,6,18,0,23.64207897,704,0.994728889,0
A298,95,350,12,83,0,20,20,20,85,0,6,0,0,80.76462567,996,0.2376,0
A299,95,375,338,356,0,20,20,20,26,0,6,6,0,204.1065319,705,0.949573333,0
A300,95,300,156,162,0,20,20,150,147,0,6,3,0,636.1258433,741,0.5409,0
A301,95,500,339,330,0,20,20,20,0,0,6,6,0,6.162564741,805,0.66086,0
A302,95,"1,000",821,835,0,26,26,50,44,0,6,13,0,661.5419284,749,0.83475,0
A303,95,350,343,257,0,20,20,343,276,0,6,0,25,83.83273352,767,0.7356,0
A304,95,625,495,449,0,20,20,60,0,0,6,7,0,630.5002255,777,0.718304,0
A305,95,250,231,242,0,20,20,25,26,0,6,4,0,616.815072,712,0.96836,0
A306,95,600,29,6,0,6,6,29,0,0,6,0,0,264.9009022,925,0.01,0
A307,95,300,107,6,0,6,6,107,0,0,6,0,0,870.3936262,788,0.0201,0
A308,93,250,-2,191,0,20,20,0,187,0,6,0,0,126.2661426,806,0.7628,0
A309,95,450,309,336,0,20,20,40,44,0,17,5,0,686.6373414,742,0.745977778,0
A310,95,450,313,229,0,20,20,100,4,0,6,5,0,888.2082459,847,0.507844444,0
A311,94,250,210,159,0,20,20,100,40,0,6,4,0,73.82608509,743,0.63776,0
A312,94,425,430,342,0,20,20,100,0,0,6,6,0,856.3780672,805,0.804517647,0
A313,94,800,808,577,0,20,20,496,248,0,6,12,0,363.6401941,704,0.7217125,0
A314,94,500,56,252,0,20,20,25,212,0,6,2,0,891.6200315,826,0.50312,0
A315,94,250,156,6,0,6,6,156,0,0,6,0,0,776.9223142,888,0.024,0
A316,94,450,331,292,0,20,20,50,0,0,6,5,0,537.6074272,846,0.648822222,0
A317,94,250,258,240,0,20,20,28,0,0,6,4,0,738.5721494,720,0.96096,0
A318,84,250,258,288,38,20,58,28,0,0,54,4,0,952.209648,686,1.15296,0
A319,94,350,272,345,0,20,20,50,112,0,6,5,0,232.4046263,715,0.984514286,0
A320,93,450,148,196,0,20,20,60,99,0,6,3,0,560.7540975,852,0.436577778,0
A321,94,350,79,14,0,14,14,79,8,0,6,0,0,953.3372987,766,0.041342857,0
A322,93,400,447,410,10,20,30,50,0,0,6,7,0,714.5988657,680,1.025575,0
A323,94,250,141,153,0,20,20,75,78,0,5,3,0,217.123521,819,0.61152,0
A324,93,300,140,331,31,20,51,150,336,0,6,0,0,417.1302236,946,1.1047,0
A325,93,450,315,426,0,20,20,314,419,0,6,0,0,154.4263149,747,0.945911111,0
A326,93,550,350,360,0,20,20,200,196,0,6,7,0,883.1193318,794,0.654381818,0
A327,93,250,119,211,0,20,20,100,182,0,6,4,0,803.8146372,724,0.84384,0
A328,93,400,326,237,0,20,20,100,0,0,6,4,0,282.0027209,732,0.591575,0
A329,93,350,219,211,0,20,20,40,23,0,6,3,0,594.3853952,810,0.604114286,0
A330,93,750,479,305,0,20,20,128,0,0,6,6,58,210.3619524,852,0.40628,0
A331,93,350,236,275,0,20,20,30,57,0,6,6,0,501.5758784,796,0.786142857,0
A332,92,250,170,124,0,20,20,100,46,0,6,2,0,609.7344869,856,0.495,0
A333,93,500,438,309,0,20,20,44,-97,0,6,6,0,688.1291364,817,0.61888,0
A334,93,425,386,378,0,20,20,20,0,0,6,6,0,513.4298705,739,0.889529412,0
A335,93,650,576,551,0,20,20,40,0,0,6,9,0,404.1243123,750,0.848384615,0
A336,91,250,259,219,0,20,20,50,0,0,6,4,0,520.2273447,733,0.87536,0
A337,93,350,303,334,0,20,20,25,42,0,6,8,0,34.1548368,722,0.953885714,0
A338,93,250,103,6,0,6,6,103,0,0,6,0,0,445.4659274,1000,0.02396,0
A339,93,400,278,346,0,20,20,23,79,0,6,6,0,106.8497358,771,0.86575,0
A340,92,300,180,205,0,20,20,20,36,0,6,3,0,883.5571818,803,0.682266667,0
A341,92,600,373,105,0,20,20,350,73,0,6,3,0,8.115782798,857,0.175216667,0
A342,92,400,436,491,91,20,111,25,0,0,17,63,0,9.707935155,663,1.22805,0
A343,92,250,-1,5,0,5,5,0,0,0,6,0,0,803.8159752,964,0.02016,0
A344,92,400,381,363,0,20,20,51,10,0,17,6,0,518.8496685,734,0.908575,0
A345,92,300,145,152,0,20,20,20,8,0,17,2,0,642.6826581,852,0.507233333,0
A346,92,300,379,341,41,20,61,50,0,0,6,6,0,158.7259362,674,1.135633333,0
A347,92,450,410,404,0,20,20,20,1,0,6,7,0,663.0678836,735,0.896933333,0
A348,92,500,-26,190,0,20,20,0,210,0,6,0,0,826.5266248,873,0.37982,0
A349,92,300,274,273,0,20,20,75,64,0,6,4,0,534.140374,,0.910166667,0
A350,92,500,391,6,0,6,6,362,0,0,6,0,29,66.29120197,976,0.012,0
A351,92,400,409,242,0,20,20,409,236,0,6,0,0,97.09088479,,0.60375,0
A352,92,450,309,272,0,20,20,50,0,0,6,6,0,534.9579697,853,0.603822222,0
A353,92,900,387,316,0,20,20,500,423,0,6,0,0,702.0064495,881,0.3512,0
A354,92,300,149,122,0,20,20,35,0,0,6,2,0,670.8245064,881,0.4069,0
A355,92,450,161,67,0,20,20,150,12,0,42,3,0,792.4615589,948,0.149422222,0
A356,92,600,506,470,0,20,20,50,0,0,6,8,0,307.2130608,782,0.783666667,0
A357,92,450,405,398,0,20,20,20,0,0,6,7,0,351.4269913,708,0.884733333,0
A358,91,400,357,339,0,20,20,30,0,0,6,6,0,671.4857653,738,0.84735,0
A359,91,"1,500","1,299","1,308",0,40,40,50,31,0,6,22,0,466.6927321,731,0.871693333,0
A360,91,450,421,282,0,20,20,200,40,0,17,4,0,225.7607954,802,0.626733333,0
A361,91,400,309,269,0,20,20,50,0,0,6,5,0,571.0332817,834,0.673375,0
A362,91,400,400,312,0,20,20,100,0,0,6,5,0,534.3852078,787,0.778925,0
A363,91,"1,000",952,"1,021",21,31,52,40,0,83,6,21,0,303.2733398,693,1.02096,0
A364,91,250,260,219,0,20,20,62,0,0,17,4,0,495.4414472,733,0.87452,0
A365,91,450,343,334,0,20,20,20,0,0,6,6,0,123.7205263,778,0.742955556,0
A366,90,250,12,6,0,6,6,12,0,0,6,0,0,101.7818409,993,0.024,0
A367,90,600,543,538,0,20,20,20,0,0,6,9,0,531.8869476,739,0.896866667,0
A368,91,250,204,163,0,20,20,50,0,0,6,3,0,79.70294887,810,0.65188,0
A369,90,250,302,261,11,20,31,92,40,0,6,5,0,995.5072921,,1.04368,0
A370,90,"1,075",908,"1,040",0,32,32,40,150,0,6,16,0,986.1909705,713,0.967544186,0
A371,90,600,496,525,0,20,20,20,35,0,6,8,0,762.5022452,735,0.875766667,0
A372,90,400,276,210,0,20,20,75,0,0,6,4,0,377.2793033,769,0.526075,0
A373,90,450,459,271,0,20,20,211,0,0,28,5,11,455.2089116,815,0.601933333,0
A374,90,250,7,55,0,20,20,7,49,0,6,0,0,634.4875286,934,0.22,0
A375,90,400,359,351,0,20,20,20,0,0,6,6,0,153.6121768,744,0.877325,0
A376,90,675,6,6,0,6,6,6,0,0,6,0,0,600.5841515,991,0.008888889,0
A377,90,400,0,0,0,0,0,6,0,0,6,0,0,547.8912318,981,0,0
A378,89,250,213,202,0,20,20,20,0,0,6,4,0,991.7983575,764,0.80932,0
A379,89,400,13,6,0,6,6,13,0,0,6,0,0,923.8416383,995,0.015,0
A380,89,650,501,587,0,20,20,41,100,0,17,9,0,262.4003723,715,0.902615385,0
A381,89,"1,025","1,017","1,009",0,31,31,31,0,0,6,17,0,701.6284566,718,0.984292683,0
A382,89,450,6,132,0,20,20,6,126,0,6,0,0,544.6151802,871,0.293377778,0
A383,89,400,214,198,0,20,20,25,0,0,6,3,0,793.7537054,855,0.4957,0
A384,89,550,508,521,0,20,20,20,18,0,6,9,0,606.437978,721,0.946854546,0
A385,89,250,111,88,0,20,20,30,0,0,6,2,0,48.4547046,897,0.35364,0
A386,89,500,513,487,0,20,20,40,0,0,6,8,0,454.5911433,712,0.97366,0
A387,89,350,26,6,0,6,6,214,188,0,6,0,0,475.7386512,994,0.017257143,0
A388,89,500,6,29,0,20,20,206,223,0,6,0,0,388.7065118,910,0.05822,0
A389,88,350,181,139,0,20,20,50,0,0,6,2,0,958.0759672,1000,0.397228571,0
A390,88,250,3,34,0,20,20,3,28,0,6,0,0,522.3851126,997,0.13456,0
A391,89,350,393,342,0,20,20,63,0,0,6,6,0,196.5438302,703,0.978428571,0
A392,89,400,390,377,0,20,20,25,0,0,6,6,0,78.48446873,741,0.942075,0
A393,89,650,170,-153,0,0,0,339,11,0,6,0,0,195.5053683,,-0.235076923,0
A394,88,450,372,364,0,20,20,20,0,0,6,6,0,969.2847132,1000,0.808511111,0
A395,88,450,266,224,0,20,20,66,14,0,6,4,0,616.1434653,816,0.4986,0
A396,85,400,420,387,0,20,20,45,0,0,6,7,0,11.49872492,715,0.9683,0
A397,88,400,392,346,0,20,20,200,142,0,6,6,0,556.1214772,,0.86555,0
A398,88,300,6,6,0,6,6,6,0,0,6,0,0,619.0374128,1000,0.020133333,0
A399,88,700,513,551,0,20,20,50,74,0,6,8,0,37.47136487,767,0.787357143,0
A400,88,300,0,6,0,6,6,0,0,0,6,0,0,839.6434201,988,0.02,0
A401,88,300,177,202,0,20,20,20,37,0,6,3,0,884.5951525,795,0.6742,0
A402,88,250,154,237,0,20,20,154,231,0,6,0,0,663.2173736,706,0.947,0
A403,88,250,156,146,0,20,20,100,82,0,6,2,0,697.2688693,827,0.58504,0
A404,88,450,414,407,0,20,20,20,0,0,6,7,0,902.9872656,733,0.904133333,0
A405,88,300,257,239,0,20,20,30,0,0,6,6,0,430.4848318,768,0.797233333,0
A406,88,250,235,231,0,20,20,130,116,0,6,4,0,812.2940405,789,0.92348,0
A407,88,250,263,254,4,20,24,33,12,0,6,6,0,311.1526766,704,1.01688,0
A408,88,400,352,344,0,20,20,20,0,0,6,6,0,211.5525057,743,0.85915,0
A409,88,350,258,204,0,20,20,150,88,0,6,3,0,255.7632382,806,0.583228571,0
A410,88,400,372,367,0,20,20,20,0,0,6,9,0,510.5798843,744,0.917225,0
A411,88,850,547,471,0,20,20,340,248,0,6,11,0,324.7034397,772,0.554247059,0
A412,88,250,125,245,0,20,20,25,136,0,6,3,0,20.58043446,706,0.97944,0
A413,87,400,6,6,0,6,6,6,0,0,6,0,0,471.6298254,996,0.015,0
A414,87,400,379,420,20,20,40,25,0,44,6,16,0,885.3532646,700,1.0509,0
A415,87,250,131,89,0,20,20,50,0,0,6,2,0,403.6849605,891,0.35644,0
A416,83,300,288,273,0,20,20,25,0,0,6,5,0,964.7549595,717,0.911633333,0
A417,87,700,694,690,0,21,21,21,0,0,6,12,0,902.6584145,704,0.9863,0
A418,87,850,122,79,0,20,20,50,0,0,6,1,0,214.9750955,982,0.093282353,0
A419,87,400,168,358,0,20,20,30,209,0,6,4,0,649.1326068,718,0.894125,0
A420,87,525,400,405,0,20,20,40,33,0,6,6,0,468.2157118,770,0.77152381,0
A421,87,300,271,261,0,20,20,20,0,0,6,4,0,801.0776461,744,0.871566667,0
A422,86,350,342,332,0,20,20,22,0,0,6,6,0,404.6616906,726,0.947742857,0
A423,86,500,491,475,0,20,20,30,0,0,6,8,0,635.3712744,723,0.95008,0
A424,86,875,786,631,0,20,20,200,18,0,17,11,0,272.6134209,769,0.721645714,0
A425,86,625,613,604,0,20,20,26,0,0,6,10,0,182.8529465,708,0.965648,0
A426,86,575,602,515,0,20,20,102,0,0,6,9,0,566.9449023,714,0.896069565,0
A427,85,300,136,84,0,20,20,60,0,0,6,2,0,253.6656059,885,0.2793,0
A428,86,625,578,545,0,20,20,48,0,0,6,9,0,494.2590126,744,0.872736,0
A429,86,350,220,200,0,20,20,60,30,0,6,4,0,181.0168769,832,0.570228571,0
A430,86,750,349,532,0,20,20,50,220,0,6,7,0,857.7097612,757,0.709986667,0
A431,85,450,258,180,0,20,20,200,115,0,6,1,0,106.5359903,756,0.4,0
A432,85,450,346,366,0,20,20,85,89,0,9,7,0,807.6323071,764,0.814,0
A433,85,400,54,6,0,6,6,54,0,0,6,0,0,599.7448076,993,0.015,0
A434,85,875,888,874,0,27,27,50,15,0,6,15,0,509.576613,696,0.998811429,0
A435,85,300,40,27,0,20,20,20,0,0,6,1,0,812.7153656,977,0.088333333,0
A436,85,350,277,269,0,20,20,20,0,0,6,6,0,202.6094644,773,0.769142857,0
A437,85,250,225,6,0,6,6,245,20,0,6,0,0,844.8689186,708,0.024,0
A438,85,250,321,6,0,6,6,321,0,0,6,0,0,14.37670785,980,0.024,0
A439,85,250,269,240,0,20,20,40,0,0,6,5,0,968.1314304,714,0.95984,0
A440,85,700,605,619,0,20,20,50,0,0,54,10,0,304.1901683,730,0.884042857,0
A441,84,250,206,288,38,20,58,40,65,0,54,4,0,220.2608994,715,1.1532,0
A442,84,250,212,255,5,20,25,100,65,0,74,4,0,595.5895965,832,1.01828,0
A443,84,350,246,26,0,20,20,220,0,0,26,0,26,88.1062227,819,0.074285714,0
A444,84,400,246,426,26,20,46,100,221,0,54,5,0,531.9259655,860,1.064175,0
A445,84,575,429,460,0,20,20,30,0,0,54,7,0,789.57751,754,0.799982609,0
A446,84,250,187,224,0,20,20,20,0,0,54,3,0,174.5931848,739,0.89644,0
A447,84,"1,000",606,645,0,20,20,30,0,0,54,15,0,980.4286367,795,0.6448,0
A448,84,525,406,447,0,20,20,20,0,0,54,7,0,498.6209217,738,0.850647619,0
A449,83,250,242,243,0,20,20,35,24,0,6,6,0,865.651811,751,0.9728,0
A450,84,450,423,413,0,20,20,63,20,0,26,7,0,618.9819617,735,0.918422222,0
A451,84,450,369,349,0,20,20,50,17,0,6,6,0,756.0476206,731,0.774511111,0
A452,84,250,-49,193,0,20,20,0,236,0,6,0,0,277.0785391,791,0.77152,0
A453,84,350,392,303,0,20,20,103,0,0,6,8,0,175.9029545,772,0.866685714,0
A454,84,550,578,547,0,20,20,50,0,0,6,13,0,997.1341754,715,0.993709091,0
A455,83,575,528,490,0,20,20,150,97,0,6,9,0,69.88166989,710,0.852991304,0
A456,83,300,248,233,0,20,20,25,0,0,6,4,0,687.4842823,783,0.7775,0
A457,83,450,409,387,0,20,20,70,35,0,6,7,0,264.901432,748,0.860311111,0
A458,83,250,180,33,0,20,20,180,27,0,6,0,0,450.4303548,932,0.13044,0
A459,83,300,218,229,0,20,20,30,30,0,6,5,0,114.4070094,781,0.7646,0
A460,83,250,13,6,0,6,6,13,0,0,6,0,0,217.8806224,974,0.022,0
A461,83,650,583,619,0,20,20,50,70,0,6,10,0,806.8185671,742,0.952230769,0
A462,83,300,39,17,0,17,17,80,52,0,6,0,0,640.3318885,982,0.0583,0
A463,83,450,449,416,0,20,20,50,0,0,6,10,0,957.0464293,758,0.923533333,0
A464,82,650,367,343,0,20,20,50,14,0,6,6,0,837.0434116,775,0.527415385,0
A465,82,350,313,304,0,20,20,20,0,0,6,5,0,808.525483,740,0.869914286,0
A466,82,750,395,742,0,23,23,50,381,0,6,10,0,358.457732,719,0.989973333,0
A467,82,550,190,6,0,6,6,190,0,0,6,0,0,522.1599892,994,0.010909091,0
A468,82,500,464,449,0,20,20,50,22,0,6,8,0,470.4407844,739,0.89882,0
A469,82,450,294,259,0,20,20,105,12,0,54,4,0,35.37447312,825,0.576288889,0
A470,82,300,232,214,0,20,20,40,12,0,6,4,0,270.5952235,761,0.711766667,0
A471,82,250,134,164,0,20,20,30,51,0,6,3,0,403.2192033,,0.6572,0
A472,82,250,419,323,73,20,93,120,0,0,17,7,0,140.7591177,687,1.29256,0
A473,82,400,315,393,0,20,20,24,89,0,6,7,0,592.5734943,715,0.9817,0
A474,82,300,269,308,8,20,28,50,78,0,6,5,0,795.3530055,751,1.028033333,0
A475,81,300,213,202,0,20,20,20,0,0,6,3,0,867.1726241,805,0.673966667,0
A476,81,300,270,260,0,20,20,20,0,0,6,4,0,755.6163179,725,0.867833333,0
A477,81,250,156,125,0,20,20,40,0,0,6,2,0,765.3001363,855,0.49868,0
A478,81,450,341,318,0,20,20,35,0,0,6,6,0,771.7452086,795,0.705911111,0
A479,81,250,218,208,0,20,20,20,0,0,6,4,0,528.5234669,758,0.8316,0
A480,81,300,213,202,0,20,20,20,0,0,6,3,0,316.8673217,807,0.674,0
A481,81,400,393,355,0,20,20,50,0,0,6,6,0,454.813964,742,0.8868,0
A482,81,525,412,473,0,20,20,50,98,0,6,8,0,256.1421656,739,0.901390476,0
A483,81,400,343,383,0,20,20,20,47,0,6,6,0,655.6799311,715,0.95635,0
A484,81,250,217,210,0,20,20,25,8,0,6,3,0,80.63732902,779,0.83996,0
A485,80,400,328,290,0,20,20,50,0,0,6,5,0,32.13211355,755,0.724325,0
A486,80,250,6,6,0,6,6,6,0,0,6,0,0,63.83165901,986,0.024,0
A487,80,250,234,142,0,20,20,100,0,0,6,2,0,175.1107353,988,0.56812,0
A488,80,400,403,365,0,20,20,50,0,0,6,6,0,800.1846657,696,0.913175,0
A489,80,550,569,6,0,6,6,569,0,0,6,0,0,1.480453472,728,0.010909091,0
A490,80,250,12,6,0,6,6,12,0,0,6,0,0,615.1078669,994,0.02416,0
A491,80,750,614,504,0,20,20,126,0,0,6,10,0,13.29117298,802,0.67172,0
A492,80,500,466,454,0,20,20,40,15,0,6,8,0,288.7740684,735,0.90796,0
A493,80,350,290,273,0,20,20,30,0,0,6,7,0,37.36492146,810,0.779085714,0
A494,80,250,205,236,0,20,20,25,45,0,6,5,0,560.3789471,727,0.94484,0
A495,80,250,233,259,9,20,29,75,91,0,6,4,0,268.1071856,711,1.03584,0
A496,80,350,41,6,0,6,6,41,0,0,6,0,0,952.386717,,0.017142857,0
A497,79,250,218,238,0,20,20,20,30,0,6,4,0,773.3656978,720,0.9516,0
A498,79,375,353,376,1,20,21,20,28,0,6,9,0,986.8755524,728,1.00272,0
A499,79,300,4,105,0,20,20,11,105,0,7,0,0,131.7288757,899,0.350266667,0
A500,79,450,483,461,11,20,31,75,0,35,6,13,0,818.1377901,693,1.025244444,0
A501,79,250,230,217,0,20,20,45,22,0,6,4,0,656.9525656,720,0.86652,0
A502,79,375,358,362,0,20,20,20,13,0,6,6,0,933.7242569,721,0.96576,0
A503,79,250,191,211,0,20,20,51,50,0,17,4,0,658.4202084,759,0.843,0
A504,79,350,341,340,0,20,20,22,10,0,6,6,0,436.1183816,715,0.9728,0
A505,79,500,457,435,0,20,20,35,0,0,6,7,0,119.5612648,745,0.8703,0
A506,79,450,359,413,0,20,20,25,66,0,6,7,0,240.3416899,733,0.918644444,0
A507,78,350,308,307,0,20,20,20,9,0,6,5,0,523.6350783,756,0.877771429,0
A508,78,300,6,156,0,20,20,6,150,0,6,0,0,621.4831739,757,0.518566667,0
A509,78,250,234,25,0,20,20,234,19,0,6,0,0,653.04738,822,0.10116,0
A510,78,250,6,6,0,6,6,6,0,0,6,0,0,136.6318885,992,0.024,0
A511,78,250,239,199,0,20,20,110,60,0,6,4,0,669.9993272,696,0.79604,0
A512,78,400,6,53,0,20,20,56,96,0,6,0,0,444.2299773,874,0.13175,0
A513,78,450,206,276,0,20,20,50,111,0,6,4,0,506.5925948,820,0.614266667,0
A514,78,250,6,6,0,6,6,6,0,0,6,0,0,313.2927719,,0.024,0
A515,78,450,479,425,0,20,20,70,0,0,6,9,0,527.6964835,721,0.943422222,0
A516,78,350,34,6,0,6,6,34,0,0,6,0,0,946.0724252,993,0.017142857,0
A517,78,300,270,287,0,20,20,20,26,0,6,5,0,682.724494,725,0.9575,0
A518,78,700,652,668,0,21,21,100,98,0,6,12,0,275.4521497,715,0.954128571,0
A519,78,250,6,98,0,20,20,6,92,0,6,0,0,261.5363246,886,0.39176,0
A520,78,250,45,1,0,1,1,50,0,0,6,0,0,127.9083725,995,0.00292,0
A521,78,350,355,327,0,20,20,40,0,0,6,6,0,299.792752,729,0.934,0
A522,78,600,151,39,0,20,20,151,33,0,6,0,0,3.531277339,978,0.064166667,0
A523,78,250,163,122,0,20,20,73,24,0,6,2,0,653.8079261,857,0.48972,0
A524,78,450,177,166,0,20,20,30,10,0,6,3,0,804.2361908,892,0.369622222,0
A525,78,550,6,6,0,6,6,6,0,0,6,0,0,91.60866178,996,0.010909091,0
A526,78,750,296,267,0,20,20,40,0,0,6,5,0,955.7406359,913,0.35568,0
A527,78,550,545,540,0,20,20,20,0,0,6,9,0,157.9636735,705,0.982527273,0
A528,77,250,347,292,42,20,62,66,0,0,6,5,0,236.7355572,676,1.16868,0
A529,77,450,240,265,0,20,20,20,35,0,6,4,0,423.3871385,851,0.588822222,0
A530,77,600,10,10,0,10,10,10,4,0,6,0,0,511.7292795,812,0.017066667,0
A531,77,300,6,8,0,8,8,6,2,0,6,0,0,844.0759165,952,0.028033333,0
A532,77,825,787,781,0,24,24,25,0,0,6,13,0,256.6918941,720,0.946339394,0
A533,77,500,477,480,0,20,20,40,30,0,6,8,0,794.1944412,747,0.96074,0
A534,77,300,293,310,10,20,30,20,26,0,6,5,0,48.67041538,703,1.0331,0
A535,77,250,286,273,23,20,43,23,0,0,6,4,0,456.1110904,699,1.09308,0
A536,77,300,195,184,0,20,20,20,0,0,6,3,0,767.8472715,820,0.613633333,0
A537,77,750,757,762,12,23,35,30,10,0,13,13,0,994.0728204,699,1.016333333,0
A538,77,400,302,301,0,20,20,35,12,0,17,5,0,880.7057765,778,0.751575,0
A539,77,500,491,483,0,20,20,40,18,0,6,8,0,377.7113396,,0.96624,0
A540,77,250,12,63,0,20,20,12,57,0,6,0,0,404.4848933,782,0.25004,0
A541,77,350,336,330,0,20,20,30,12,0,6,6,0,61.08027976,712,0.942457143,0
A542,77,300,153,41,0,20,20,120,0,0,6,2,0,29.59933072,735,0.137166667,0
A543,77,400,380,376,0,20,20,50,34,0,6,6,0,52.3412865,734,0.939275,0
A544,76,250,214,168,0,20,20,195,162,0,17,1,30,218.4432238,757,0.67316,0
A545,76,250,245,306,56,20,76,30,32,0,54,4,0,538.7510034,681,1.22348,0
A546,76,300,275,272,0,20,20,20,7,0,6,4,0,734.0714551,716,0.908233333,0
A547,76,350,284,244,0,20,20,50,0,0,6,4,0,562.4503839,734,0.697428571,0
A548,76,250,252,252,2,20,22,25,15,0,6,4,0,893.5480266,737,1.00988,0
A549,76,400,360,337,0,20,20,35,0,0,6,6,0,863.3873687,745,0.841475,0
A550,76,400,388,210,0,20,20,200,10,0,6,6,0,209.3215044,767,0.52545,0
A551,76,250,-18,-12,0,0,0,0,0,0,6,0,0,95.92354055,,-0.046,0
A552,76,450,6,103,0,20,20,24,115,0,6,0,0,430.1541798,932,0.228888889,0
A553,76,350,258,261,0,20,20,60,52,0,6,5,0,146.8186272,785,0.744742857,0
A554,76,250,230,220,0,20,20,20,0,0,6,4,0,561.7016375,737,0.8786,0
A555,76,350,0,329,0,20,20,40,0,0,6,6,0,397.0425792,,0.9412,0
A556,76,450,341,330,0,20,20,25,0,0,6,7,0,869.942283,787,0.732888889,0
A557,76,350,156,164,0,20,20,100,99,0,6,3,0,650.5246402,931,0.469114286,0
A558,75,400,-12,-6,0,0,0,0,0,0,6,0,0,888.3144259,,-0.015975,0
A559,75,450,333,304,0,20,20,40,0,0,6,5,0,269.0318383,831,0.676133333,0
A560,75,300,306,310,10,20,30,26,19,0,6,5,0,643.3329525,706,1.033366667,0
A561,75,350,188,158,0,20,20,40,0,0,6,4,0,845.2390915,855,0.451257143,0
A562,75,350,6,2,0,2,2,10,0,0,6,0,0,666.9414962,995,0.005457143,0
A563,75,250,157,115,0,20,20,50,0,0,6,2,0,541.2746259,861,0.45968,0
A564,75,450,414,407,0,20,20,20,0,0,6,7,0,430.7706477,731,0.905333333,0
A565,75,250,113,96,0,20,20,25,0,0,6,2,0,573.0618121,889,0.38276,0
A566,75,350,346,337,0,20,20,20,0,0,6,6,0,858.7934414,709,0.963714286,0
A567,75,250,261,191,0,20,20,80,0,0,6,4,0,230.5299134,768,0.7644,0
A568,75,250,272,215,0,20,20,72,5,0,6,4,0,852.0481923,728,0.8614,0
A569,75,350,6,6,0,6,6,6,0,0,6,0,0,822.8494163,992,0.017285714,0
A570,75,250,-69,-63,0,0,0,0,0,0,6,0,0,80.61244346,978,-0.25088,0
A571,75,650,621,617,0,20,20,21,0,0,6,10,0,210.2184216,711,0.948738462,0
A572,75,400,114,72,0,20,20,50,0,0,6,1,0,662.6786961,996,0.179425,0
A573,75,450,88,43,0,20,20,100,49,0,6,0,0,326.0965019,929,0.094444444,0
A574,75,450,459,442,0,20,20,30,0,0,6,7,0,494.5824465,724,0.982333333,0
A575,75,500,55,414,0,20,20,20,366,0,6,7,0,718.0305142,774,0.82794,0
A576,74,250,158,147,0,20,20,20,0,0,6,3,0,954.2276568,825,0.58788,0
A577,74,550,80,80,0,20,20,80,74,0,6,0,0,964.0589776,977,0.144909091,0
A578,74,250,241,233,0,20,20,20,0,0,6,5,0,996.6790469,731,0.93144,0
A579,74,600,670,564,0,20,20,122,0,0,6,10,0,727.5132803,707,0.940816667,0
A580,74,500,393,520,20,20,40,30,96,0,54,7,0,551.1422607,724,1.03962,0
A581,74,450,377,380,0,20,20,107,99,0,6,6,0,991.6752018,721,0.845511111,0
A582,74,250,135,209,0,20,20,135,155,0,54,0,0,478.0814728,766,0.83504,0
A583,74,250,233,221,0,20,20,35,13,0,6,4,0,844.8620849,719,0.88252,0
A584,74,350,384,377,27,20,47,20,0,0,6,6,0,712.1220766,692,1.076,0
A585,74,300,284,244,0,20,20,50,0,0,6,4,0,611.6316503,763,0.814233333,0
A586,74,800,72,167,0,20,20,218,305,0,6,2,0,948.8075051,934,0.2088875,0
A587,74,300,276,236,0,20,20,61,0,0,17,4,0,941.8704499,765,0.786433333,0
A588,74,250,264,225,0,20,20,50,0,0,6,4,0,110.8154025,764,0.8988,0
A589,74,450,47,205,0,20,20,48,152,0,54,0,0,714.596535,,0.454933333,0
A590,74,250,219,209,0,20,20,40,20,0,6,4,0,67.01216716,789,0.83556,0
A591,73,400,382,354,0,20,20,40,0,0,6,6,0,48.71958928,746,0.885975,0
A592,73,400,426,376,0,20,20,226,165,0,6,6,0,614.618012,692,0.941225,0
A593,73,300,256,247,0,20,20,20,1,0,6,4,0,593.6826998,775,0.824066667,0
A594,73,350,266,352,2,20,22,50,125,0,6,4,0,976.9950337,709,1.004914286,0
A595,73,450,54,134,0,20,20,54,128,0,6,0,0,900.1915445,879,0.297844444,0
A596,73,500,527,495,0,20,20,47,0,0,6,9,0,175.1736437,,0.98962,0
A597,73,350,345,327,0,20,20,30,0,0,6,6,0,34.53464036,728,0.933714286,0
A598,73,550,264,191,0,20,20,300,221,0,6,0,0,897.7894169,897,0.347327273,0
A599,73,250,135,255,5,20,25,0,62,0,54,3,0,924.1032506,744,1.01868,0
A600,73,525,463,537,12,20,32,75,74,0,65,9,0,446.1748266,694,1.02192381,0
A601,73,300,259,296,0,20,20,50,29,0,54,4,0,471.421304,762,0.987933333,0
A602,73,250,231,301,51,20,71,40,52,0,54,4,0,164.8729811,689,1.20468,0
